0.27
0.14
0.28
0.59
0.84
0.82
0.47
0.09
0.03
0.31
0.69
0.84
0.62
0.26
0.09
0.18
0.41
0.62
0.64
0.41
0.19
0.11
0.22
0.38
0.54
0.54
0.36
0.14
0.07
0.18
0.34
0.46
0.41
0.23
0.08
0.03
0.14
0.28
0.35
0.28
0.16
0.04
0.04
0.11
0.20
0.26
0.23
0.12
0.01
0.01
0.07
0.15
0.20
0.16
0.09
0.00
0.03
0.04
0.11
0.14
0.09
0.04
0.01
0.03
0.03
0.09
0.09
0.05
0.01
0.00
0.03
0.03
0.01
0.03
0.05
0.11
0.11
0.12
0.09
0.11
0.09
0.09
0.18
0.22
0.26
0.19
0.14
0.11
0.18
0.23
0.30
0.31
0.28
0.20
0.15
0.19
0.30
0.38
0.39
0.32
0.24
0.22
0.27
0.39
0.47
0.49
0.41
0.30
0.26
0.36
0.49
0.58
0.54
0.43
0.34
0.34
0.45
0.59
0.66
0.58
0.41
0.32
0.42
0.58
0.69
0.68
0.54
0.42
0.43
0.55
0.65
0.65
0.62
0.57
0.51
0.47
0.57
0.69
0.74
0.64
0.47
0.36
0.42
0.62
0.89
0.96
0.70
0.35
0.23
0.39
0.70
0.88
0.78
0.49
0.28
0.32
0.57
0.82
0.84
0.61
0.36
0.28
0.45
0.72
0.85
0.74
0.47
0.31
0.35
0.57
0.77
0.74
0.39
0.18
0.22
0.50
0.78
0.88
0.64
0.23
0.03
0.20
0.58
0.81
0.70
0.36
0.15
0.16
0.32
0.57
0.65
0.47
0.26
0.12
0.18
0.34
0.49
0.53
0.41
0.23
0.11
0.14
0.27
0.39
0.41
0.31
0.16
0.08
0.11
0.23
0.31
0.30
0.20
0.08
0.05
0.08
0.15
0.23
0.24
0.16
0.07
0.03
0.05
0.12
0.19
0.16
0.09
0.03
0.03
0.04
0.11
0.11
0.12
0.08
0.03
0.00
0.05
0.05
0.07
0.05
0.03
0.01
0.01
0.05
0.05
0.07
0.05
0.05
0.07
0.08
0.09
0.12
0.15
0.15
0.11
0.14
0.15
0.18
0.20
0.24
0.22
0.19
0.16
0.19
0.26
0.28
0.30
0.27
0.24
0.23
0.27
0.32
0.35
0.38
0.36
0.34
0.32
0.32
0.38
0.42
0.42
0.42
0.39
0.39
0.43
0.50
0.51
0.47
0.43
0.43
0.47
0.50
0.50
0.51
0.51
0.53
0.49
0.50
0.54
0.54
0.59
